"target_id","target_symbol","gene_chr","gene_pos","qtl_chr","qtl_pos","mediator_id","mediator_symbol","mediator_chr","mediator_pos","intscan_w_candidate","addscan_w_candidate","int_effect_w_candidate","int_effect_lod","diff"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000051080","Eml6","11","29.88454","2.79354498791264","2.31739170950124","0.4762","10.3257","9.8495"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000072929","Erlec1","11","30.942554","2.47309654427938","1.31669428170052","1.1564","10.3257","9.1693"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000020578","Nudcd2","11","40.736856","2.01486033361181","0.8064462713535","1.2084","10.3257","9.1173"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000045460","Psme4","11","30.826044","2.0447670588434","0.771982626310807","1.2728","10.3257","9.0529"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000020749","Mtif2","11","29.535844","2.33805239796122","0.993257823042317","1.3448","10.3257","8.9809"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000090897","Hba-a1","11","32.283988","2.23914051672568","0.860880933780275","1.3783","10.3257","8.9474"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000018992","Rars","11","35.821444","2.95028341018631","1.54547342658488","1.4048","10.3257","8.9209"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000020756","Pnpt1","11","29.146286","2.10119629581536","0.677327739601264","1.4239","10.3257","8.9018"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000099907","Rtn4","11","29.718639","2.34243883093824","0.871283319381957","1.4712","10.3257","8.8545"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000099902","Sptbn1","11","30.183785","2.28756412361309","0.813129536112439","1.4744","10.3257","8.8513"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000099909","Rps27a","11","29.546978","3.16292373436656","1.58858581119338","1.5743","10.3257","8.7514"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000074195","Acyp2","11","30.577789","2.72840424445855","1.05013793824963","1.6783","10.3257","8.6474"
"ENSMUSP00000044548","Rbm8a","7","96.631854","11","35.77327","ENSMUSP00000020759","Efemp1","11","28.889974","3.6824587648251","1.95588165676183","1.7266","10.3257","8.5991"
