"target_id","target_symbol","gene_chr","gene_pos","qtl_chr","qtl_pos","mediator_id","mediator_symbol","mediator_chr","mediator_pos","intscan_w_candidate","addscan_w_candidate","int_effect_w_candidate","int_effect_lod","diff"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000099353","Pitpnc1","11","107.339296","3.32179843343661","2.7582925854361","0.5635","8.8012","8.2377"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000021297","Lsm12","11","102.173896","2.92384384696328","2.22337371242195","0.7005","8.7774","8.0769"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000099366","Plcd3","11","103.085981","1.29107091238686","0.969377916184452","0.3217","8.351","8.0293"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000099366","Plcd3","11","103.085981","1.29107091238686","0.969377916184452","0.3217","8.351","8.0293"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000099366","Plcd3","11","103.085981","1.29107091238686","0.969377916184452","0.3217","8.351","8.0293"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000020949","Map2k6","11","110.462322","2.63122760085621","1.786918938794","0.8443","8.7774","7.9331"
"ENSMUSG00000042997","Nhlrc3","9","53.455956","11","110.155804","ENSMUSP00000058168","Dcaf7","11","106.048098","5.05089199986613","3.25258601396326","1.7983","9.7142","7.9159"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000058168","Dcaf7","11","106.048098","2.73493571438985","1.82316332923618","0.9118","8.8012","7.8894"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000133315","Icam2","11","106.382866","2.38030661831595","1.46058334936548","0.9197","8.8012","7.8815"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000018506","Kpna2","11","106.994085","0.697998932507478","0.222116772262603","0.4759","8.351","7.8751"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000018506","Kpna2","11","106.994085","0.697998932507478","0.222116772262603","0.4759","8.351","7.8751"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000018506","Kpna2","11","106.994085","0.697998932507478","0.222116772262603","0.4759","8.351","7.8751"
"ENSMUSG00000042997","Nhlrc3","9","53.455956","11","110.155804","ENSMUSP00000020949","Map2k6","11","110.462322","4.15804454134685","2.30289027437828","1.8552","9.7142","7.859"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000046296","Fmnl1","11","103.185004","2.99685682611029","2.06538559789718","0.9315","8.7774","7.8459"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000137534","Slc25a19","11","115.621236","0.806228973454053","0.299334298283729","0.5069","8.351","7.8441"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000137534","Slc25a19","11","115.621236","0.806228973454053","0.299334298283729","0.5069","8.351","7.8441"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000137534","Slc25a19","11","115.621236","0.806228973454053","0.299334298283729","0.5069","8.351","7.8441"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000058168","Dcaf7","11","106.048098","0.831038961344314","0.298909252529458","0.5321","8.351","7.8189"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000058168","Dcaf7","11","106.048098","0.831038961344314","0.298909252529458","0.5321","8.351","7.8189"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000058168","Dcaf7","11","106.048098","0.831038961344314","0.298909252529458","0.5321","8.351","7.8189"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000099302","Tbcd","11","121.534556","2.35444114227972","1.36907634580724","0.9854","8.8012","7.8158"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000021046","Ddx42","11","106.233032","2.37829715586326","1.3922303531689","0.9861","8.8012","7.8151"
"ENSMUSG00000033327","Tnxb","7","34.695175","11","112.434047","ENSMUSP00000099353","Pitpnc1","11","107.339296","2.93780179880735","2.24134416956591","0.6965","8.5084","7.8119"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000021170","Mxra7","11","116.815554","2.57851364932727","1.58535949793016","0.9932","8.7774","7.7842"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000021077","Slc9a3r1","11","115.172261","1.79725945474862","0.775386865415136","1.0219","8.8012","7.7793"
"ENSMUSG00000033327","Tnxb","7","34.695175","11","112.434047","ENSMUSP00000020949","Map2k6","11","110.462322","3.117771634321","2.38285417070244","0.7349","8.5084","7.7735"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000134251","Cdk3-ps","11","116.218145","2.4262107166787","1.39382801080788","1.0324","8.8012","7.7688"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000026135","Aspscr1","11","120.69121","1.01603464850206","0.428836099818269","0.5872","8.351","7.7638"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000026135","Aspscr1","11","120.69121","1.01603464850206","0.428836099818269","0.5872","8.351","7.7638"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000026135","Aspscr1","11","120.69121","1.01603464850206","0.428836099818269","0.5872","8.351","7.7638"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000018506","Kpna2","11","106.994085","3.40817879940069","2.3613237904647","1.0469","8.8012","7.7543"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000052872","Fasn","11","120.815059","0.923231283989406","0.319547449673397","0.6037","8.351","7.7473"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000052872","Fasn","11","120.815059","0.923231283989406","0.319547449673397","0.6037","8.351","7.7473"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000052872","Fasn","11","120.815059","0.923231283989406","0.319547449673397","0.6037","8.351","7.7473"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021082","Nt5c","11","115.491141","1.07381988927287","0.460289329224444","0.6135","8.351","7.7375"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021082","Nt5c","11","115.491141","1.07381988927287","0.460289329224444","0.6135","8.351","7.7375"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021082","Nt5c","11","115.491141","1.07381988927287","0.460289329224444","0.6135","8.351","7.7375"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000026173","Wdr45b","11","121.340834","1.13929600139773","0.517445075145338","0.6219","8.351","7.7291"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000026173","Wdr45b","11","121.340834","1.13929600139773","0.517445075145338","0.6219","8.351","7.7291"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000026173","Wdr45b","11","121.340834","1.13929600139773","0.517445075145338","0.6219","8.351","7.7291"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000021046","Ddx42","11","106.233032","3.35866717492315","2.29729403157724","1.0614","8.7774","7.716"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021028","Itgb3","11","104.639238","0.940452591543873","0.297844320980343","0.6426","8.351","7.7084"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021028","Itgb3","11","104.639238","0.940452591543873","0.297844320980343","0.6426","8.351","7.7084"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021028","Itgb3","11","104.639238","0.940452591543873","0.297844320980343","0.6426","8.351","7.7084"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000102602","Mapt","11","104.28174","1.04535647162191","0.392585377688526","0.6528","8.351","7.6982"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000102602","Mapt","11","104.28174","1.04535647162191","0.392585377688526","0.6528","8.351","7.6982"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000102602","Mapt","11","104.28174","1.04535647162191","0.392585377688526","0.6528","8.351","7.6982"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000101794","Pcyt2","11","120.614012","1.05220460207137","0.395792183476361","0.6564","8.351","7.6946"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000101794","Pcyt2","11","120.614012","1.05220460207137","0.395792183476361","0.6564","8.351","7.6946"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000101794","Pcyt2","11","120.614012","1.05220460207137","0.395792183476361","0.6564","8.351","7.6946"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021063","Psmd12","11","107.491923","1.08415597889667","0.421103569999578","0.6631","8.351","7.6879"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021063","Psmd12","11","107.491923","1.08415597889667","0.421103569999578","0.6631","8.351","7.6879"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021063","Psmd12","11","107.491923","1.08415597889667","0.421103569999578","0.6631","8.351","7.6879"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021313","Dcakd","11","103.01119","1.14069609138931","0.475954121397817","0.6647","8.351","7.6863"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021313","Dcakd","11","103.01119","1.14069609138931","0.475954121397817","0.6647","8.351","7.6863"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021313","Dcakd","11","103.01119","1.14069609138931","0.475954121397817","0.6647","8.351","7.6863"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000071486","Actg1","11","120.347116","1.07195439330049","0.407096964109483","0.6649","8.351","7.6861"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000071486","Actg1","11","120.347116","1.07195439330049","0.407096964109483","0.6649","8.351","7.6861"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000071486","Actg1","11","120.347116","1.07195439330049","0.407096964109483","0.6649","8.351","7.6861"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000017332","Coa3","11","101.278541","1.36036419868887","0.944787366631583","0.4156","8.098","7.6824"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000018506","Kpna2","11","106.994085","1.04668008080557","0.629743896936536","0.4169","8.098","7.6811"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000099403","Stat3","11","100.912319","1.97808858822205","0.881554686294891","1.0965","8.7774","7.6809"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000021063","Psmd12","11","107.491923","2.46272957200699","1.34160159389073","1.1211","8.8012","7.6801"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000099403","Stat3","11","100.912319","1.49464567641135","1.07409365379439","0.4206","8.098","7.6774"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000137534","Slc25a19","11","115.621236","1.40862132295447","0.985132234044426","0.4235","8.098","7.6745"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000001055","Icam2","11","106.382866","1.0535985086217","0.376058259219776","0.6775","8.351","7.6735"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000001055","Icam2","11","106.382866","1.0535985086217","0.376058259219776","0.6775","8.351","7.6735"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000001055","Icam2","11","106.382866","1.0535985086217","0.376058259219776","0.6775","8.351","7.6735"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000026148","Cbr2","11","120.730802","1.15010365492015","0.46571948740982","0.6844","8.351","7.6666"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000026148","Cbr2","11","120.730802","1.15010365492015","0.46571948740982","0.6844","8.351","7.6666"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000026148","Cbr2","11","120.730802","1.15010365492015","0.46571948740982","0.6844","8.351","7.6666"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000102062","H3f3b","11","116.024937","1.05386440691894","0.36894187721029","0.6849","8.351","7.6661"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000102062","H3f3b","11","116.024937","1.05386440691894","0.36894187721029","0.6849","8.351","7.6661"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000102062","H3f3b","11","116.024937","1.05386440691894","0.36894187721029","0.6849","8.351","7.6661"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000026667","Eif4a3","11","119.294226","2.37933225876891","1.24412192776482","1.1352","8.8012","7.666"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021114","Galk1","11","116.010588","1.09296625730441","0.401973870007883","0.691","8.351","7.66"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021114","Galk1","11","116.010588","1.09296625730441","0.401973870007883","0.691","8.351","7.66"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021114","Galk1","11","116.010588","1.09296625730441","0.401973870007883","0.691","8.351","7.66"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000021114","Galk1","11","116.010588","1.04859249594527","0.610637890861881","0.438","8.098","7.66"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000053033","Mrps7","11","115.60598","1.0889308506948","0.397788579709062","0.6911","8.351","7.6598"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000053033","Mrps7","11","115.60598","1.0889308506948","0.397788579709062","0.6911","8.351","7.6598"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000053033","Mrps7","11","115.60598","1.0889308506948","0.397788579709062","0.6911","8.351","7.6598"
"ENSMUSG00000072568","Fam84b","5","60.822038","11","110.155804","ENSMUSP00000133315","Icam2","11","106.382866","3.38614879923912","2.26844242740147","1.1177","8.7774","7.6597"
"ENSMUSG00000045294","Insig1","11","28.075012","11","110.661915","ENSMUSP00000102602","Mapt","11","104.28174","1.20011584700989","0.759895385550661","0.4402","8.098","7.6578"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021062","Ddx5","11","106.78477","1.0866532568682","0.3924097795222","0.6942","8.351","7.6568"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021062","Ddx5","11","106.78477","1.0866532568682","0.3924097795222","0.6942","8.351","7.6568"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021062","Ddx5","11","106.78477","1.0866532568682","0.3924097795222","0.6942","8.351","7.6568"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021133","Srp68","11","116.259692","1.06854945425787","0.371167411089615","0.6974","8.351","7.6536"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021133","Srp68","11","116.259692","1.06854945425787","0.371167411089615","0.6974","8.351","7.6536"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021133","Srp68","11","116.259692","1.06854945425787","0.371167411089615","0.6974","8.351","7.6536"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000063325","Acox1","11","116.185466","2.48564390959685","1.33223606180564","1.1534","8.8012","7.6478"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000021082","Nt5c","11","115.491141","2.49112265798539","1.33743995671088","1.1537","8.8012","7.6475"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000021060","Polg2","11","106.773895","3.74033944633601","2.5832457789537","1.1571","8.8012","7.6441"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021314","Nmt1","11","103.048551","1.12379606805091","0.416115275867522","0.7077","8.351","7.6433"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021314","Nmt1","11","103.048551","1.12379606805091","0.416115275867522","0.7077","8.351","7.6433"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021314","Nmt1","11","103.048551","1.12379606805091","0.416115275867522","0.7077","8.351","7.6433"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000000049","Apoh","11","108.378875","1.07744729955963","0.367741840405823","0.7097","8.351","7.6413"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000000049","Apoh","11","108.378875","1.07744729955963","0.367741840405823","0.7097","8.351","7.6413"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000000049","Apoh","11","108.378875","1.07744729955963","0.367741840405823","0.7097","8.351","7.6413"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000002048","Taco1","11","106.069836","1.09962335085589","0.389507902658638","0.7101","8.351","7.6409"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000002048","Taco1","11","106.069836","1.09962335085589","0.389507902658638","0.7101","8.351","7.6409"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000002048","Taco1","11","106.069836","1.09962335085589","0.389507902658638","0.7101","8.351","7.6409"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000021078","Fdxr","11","115.272537","1.09923204158509","0.385814445448653","0.7134","8.351","7.6376"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000021078","Fdxr","11","115.272537","1.09923204158509","0.385814445448653","0.7134","8.351","7.6376"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000021078","Fdxr","11","115.272537","1.09923204158509","0.385814445448653","0.7134","8.351","7.6376"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000062392","Prkca","11","108.138658","1.13226567872865","0.417800048856399","0.7145","8.351","7.6365"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000062392","Prkca","11","108.138658","1.13226567872865","0.417800048856399","0.7145","8.351","7.6365"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000062392","Prkca","11","108.138658","1.13226567872865","0.417800048856399","0.7145","8.351","7.6365"
"ENSMUSG00000073761","4933427I04Rik","10","123.861422","11","112.893651","ENSMUSP00000000049","Apoh","11","108.378875","2.40623580640082","1.23998070515514","1.1663","8.8012","7.6349"
"ENSMUSG00000067575","Rpl35a-ps3","7","29.137138","11","112.982558","ENSMUSP00000097756","Cyth1","11","118.190306","1.14939159847296","0.430324228908137","0.7191","8.351","7.6319"
"ENSMUSG00000083424","Rpl35a-ps4","8","108.875092","11","112.982558","ENSMUSP00000097756","Cyth1","11","118.190306","1.14939159847296","0.430324228908137","0.7191","8.351","7.6319"
"ENSMUSG00000094664","Rpl35a-ps6","11","123.255647","11","112.982558","ENSMUSP00000097756","Cyth1","11","118.190306","1.14939159847296","0.430324228908137","0.7191","8.351","7.6319"
