"target_id","target_symbol","qtl_chr","qtl_pos","mediator_id","mediator_symbol","mediator_chr","mediator_pos","int_effect_lod","int_effect_w_mediator_lod","diff"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000020315","Cand1","10","119.219655","11.0433","11.018","0.0253"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000089781","Msrb3","10","120.840098","11.0433","11.0377","0.0056"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000126850","Nap1l1","10","111.485667","11.0433","11.0271","0.0162"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000036288","Cct2","10","117.057406","11.0433","10.9088","0.1345"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000020343","Rab21","10","115.302727","11.0433","11.0931","-0.0498"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000073502","Lrrc10","10","117.046054","11.0433","9.9812","1.0621"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000068408","Cpsf6","10","117.362344","11.0433","9.7177","1.3256"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000049243","Tspan8","10","115.833588","11.0433","5.4968","5.5465"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000020339","Tbc1d15","10","115.224685","11.0433","7.5802","3.4631"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000100911","Osbpl8","10","111.231024","11.0433","8.807","2.2363"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000020375","Rab3ip","10","116.928082","11.0433","9.4414","1.6019"
"ENSMUSG00000021313","Ryr2","10","116.068337","ENSMUSP00000066238","Rap1b","10","117.830203","11.0433","10.0654","0.9779"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000020315","Cand1","10","119.219655","9.7632","9.7977","-0.0346"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000089781","Msrb3","10","120.840098","9.7632","9.8994","-0.1362"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000126850","Nap1l1","10","111.485667","9.7632","9.7804","-0.0172"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000020403","Csrp2","10","110.929888","9.7632","9.7438","0.0194"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000036288","Cct2","10","117.057406","9.7632","9.9005","-0.1373"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000020343","Rab21","10","115.302727","9.7632","9.7855","-0.0223"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000073502","Lrrc10","10","117.046054","9.7632","12.3871","-2.6239"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000068408","Cpsf6","10","117.362344","9.7632","11.5268","-1.7636"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000049243","Tspan8","10","115.833588","9.7632","9.9394","-0.1762"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000020339","Tbc1d15","10","115.224685","9.7632","5.0755","4.6877"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000100911","Osbpl8","10","111.231024","9.7632","7.2041","2.5591"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000020375","Rab3ip","10","116.928082","9.7632","8.5852","1.178"
"ENSMUSG00000002985","Apoe","10","115.921455","ENSMUSP00000066238","Rap1b","10","117.830203","9.7632","12.4761","-2.7129"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000020315","Cand1","10","119.219655","9.0622","8.6592","0.403"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000089781","Msrb3","10","120.840098","9.0622","9.1245","-0.0623"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000126850","Nap1l1","10","111.485667","9.0622","9.0627","-5e-04"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000036288","Cct2","10","117.057406","9.0622","9.661","-0.5988"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000020343","Rab21","10","115.302727","9.0622","9.1289","-0.0667"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000073502","Lrrc10","10","117.046054","9.0622","8.9052","0.157"
"ENSMUSG00000072849","Serpina1e","10","116.11227","ENSMUSP00000068408","Cpsf6","10","117.362344","9.0622","7.1329","1.9293"
